VIN	LastStable	BatteryCapcity	BatteryCharge	BatteryRechargeRate	DrivingDischargeRate	IdlingDischargeRate	TotalTimeMoving	TotalTimeWaiting	TotalTimeCharging100	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
100	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
102	ออออ	100	100	1	1	1	0	0	0
104	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	0	0
106	ออออ	100	100	1	1	1	0	50	72
100	ออออ	100	100	1	1	1	0	50	64
104	ออออ	100	100	1	1	1	0	150	32
102	ออออ	100	100	1	1	1	0	150	36
106	ออออ	100	100	1	1	1	0	100	116
100	ออออ	100	100	1	1	1	0	100	116
